UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_normalized,Process temperature [K]_normalized,Rotational speed [rpm]_normalized,Torque [Nm]_normalized,Tool wear [min]_normalized,temp_difference,power_estimate,thermal_stress,Type_H,Type_L,Type_M
5141,M20000,304.3,313.6,1585,32.1,202,0,0,0,0,0,0,2.147257270614183,2.422563255312035,0.2578248771286485,-0.79114880462343,1.4774999739902213,9.300000000000011,5.3281495444549165,1.0305619454485706,False,False,True
5142,L52321,304.4,313.7,1509,35.0,205,1,1,0,0,0,0,2.1972508043776244,2.4899607707890272,-0.1660833318666397,-0.5002450751009747,1.5246296608765322,9.300000000000011,5.530945648759032,1.030551905387648,False,True,False
5143,L52322,304.4,313.6,1568,39.1,0,0,0,0,0,0,0,2.1972508043776244,2.422563255312035,0.16300330406391295,-0.08896738853474447,-1.6958989430213862,9.200000000000045,6.420441931092261,1.0302233902759528,False,True,False
5144,M20003,304.3,313.5,1525,42.0,2,0,0,0,0,0,0,2.147257270614183,2.3551657398350048,-0.07683949839394746,0.20193634098771082,-1.6644791517638455,9.199999999999989,6.707508639648131,1.030233322379231,False,False,True
5145,L52324,304.4,313.7,1607,33.5,5,0,0,0,0,0,0,2.1972508043776244,2.4899607707890272,0.3805351481536003,-0.650712521405693,-1.6173494648775346,9.300000000000011,5.637710755052885,1.030551905387648,False,True,False
5146,L52325,304.5,313.7,1670,32.9,7,0,0,0,0,0,0,2.2472443381410945,2.4899607707890272,0.731932742452326,-0.7108994999275805,-1.585929673619994,9.199999999999989,5.753796209027123,1.0302134646962233,False,True,False
5147,L52326,304.4,313.6,1585,38.9,9,0,0,0,0,0,0,2.1972508043776244,2.422563255312035,0.2578248771286485,-0.1090297147087072,-1.5545098823624532,9.200000000000045,6.456854120850351,1.0302233902759528,False,True,False
5148,L52327,304.4,313.6,1569,38.4,11,0,0,0,0,0,0,2.1972508043776244,2.422563255312035,0.16858104365595622,-0.1591855301436133,-1.5230900911049126,9.200000000000045,6.309519321394911,1.0302233902759528,False,True,False
5149,L52328,304.4,313.6,1507,43.1,13,0,0,0,0,0,0,2.1972508043776244,2.422563255312035,-0.17723881105072625,0.3122791349445044,-1.4916702998473719,9.200000000000045,6.801937375641429,1.0302233902759528,False,True,False
5150,L52329,304.3,313.5,1452,41.5,15,0,0,0,0,0,0,2.147257270614183,2.3551657398350048,-0.48401448861310586,0.1517805255528047,-1.4602505085898312,9.199999999999989,6.310398994659127,1.030233322379231,False,True,False
5151,L52330,304.3,313.5,1590,29.8,17,0,0,0,0,0,0,2.147257270614183,2.3551657398350048,0.2857135750888648,-1.0218655556239982,-1.4288307173322905,9.199999999999989,4.961985548224945,1.030233322379231,False,True,False
5152,L52331,304.3,313.6,1409,56.0,19,0,0,0,0,0,0,2.147257270614183,2.422563255312035,-0.7238572910709663,1.6062991731650818,-1.3974109260747498,9.300000000000011,8.263064195203686,1.0305619454485706,False,True,False
5153,L52332,304.3,313.5,2643,12.7,21,0,0,0,0,0,0,2.147257270614183,2.3551657398350048,6.159073365510423,-2.737194443497787,-1.3659911348172091,9.199999999999989,3.515142946905435,1.030233322379231,False,True,False
5154,L52333,304.2,313.4,1644,31.7,23,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,0.5869115130592011,-0.831273456971355,-1.3345713435596684,9.199999999999989,5.457618598806158,1.0302432610124916,False,True,False
5155,L52334,304.2,313.4,1568,37.6,25,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,0.16300330406391295,-0.2394348348394628,-1.3031515523021278,9.199999999999989,6.17413341711174,1.0302432610124916,False,True,False
5156,H34569,304.2,313.3,1625,37.3,27,0,0,0,0,0,0,2.097263736850713,2.220370708880982,0.4809344608103791,-0.2695283241004069,-1.2717317610445873,9.100000000000023,6.3475233008692005,1.02991452991453,True,False,False
5157,L52336,304.2,313.4,1482,41.4,32,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,-0.3166823008518079,0.14174936246582334,-1.1931822829007355,9.199999999999989,6.425259189443921,1.0302432610124916,False,True,False
5158,H34571,304.1,313.3,1397,49.6,34,0,0,0,0,0,0,2.0472702030872716,2.220370708880982,-0.7907901661754855,0.9643047355982838,-1.1617624916431948,9.199999999999989,7.256382867315949,1.030253206182177,True,False,False
5159,L52338,304.1,313.3,1459,50.3,39,0,0,0,0,0,0,2.0472702030872716,2.220370708880982,-0.444970311468803,1.034522877207152,-1.0832130134993432,9.199999999999989,7.6853806681327885,1.030253206182177,False,True,False
5160,L52339,304.2,313.4,1490,44.0,41,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,-0.27206038411546174,0.40255960272733526,-1.0517932222418025,9.199999999999989,6.8656403811917475,1.0302432610124916,False,True,False
5161,L52340,304.1,313.2,1434,50.1,43,0,0,0,0,0,0,2.0472702030872716,2.1529731934039518,-0.5844138012698846,1.0144605510331899,-1.0203734309842618,9.099999999999966,7.5236569274269565,1.0299243669845444,False,True,False
5162,M20021,304.1,313.2,2028,18.9,45,0,0,0,0,0,0,2.0472702030872716,2.1529731934039518,2.728763516403815,-2.1152623321049515,-0.9889536397267212,9.099999999999966,4.013949104618284,1.0299243669845444,False,False,True
5163,L52342,304.2,313.3,1464,45.9,48,0,0,0,0,0,0,2.097263736850713,2.220370708880982,-0.41708161350858663,0.5931517013799783,-0.9418239528404102,9.100000000000023,7.037134778510838,1.02991452991453,False,True,False
5164,M20023,304.2,313.4,1713,23.5,50,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,0.9717755449101865,-1.653828830103815,-0.9104041615828695,9.199999999999989,4.215677034244424,1.0302432610124916,False,False,True
5165,M20024,304.3,313.4,1624,32.1,53,0,0,0,0,0,0,2.147257270614183,2.2877682243579742,0.47535672121833583,-0.79114880462343,-0.8632744746965585,9.099999999999966,5.459252277725416,1.0299046993098915,False,False,True
5166,L52345,304.2,313.4,1421,43.4,56,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,-0.656924415966447,0.3423726242054478,-0.8161447878102475,9.199999999999989,6.458414493664258,1.0302432610124916,False,True,False
5167,H34580,304.2,313.5,1546,41.4,58,0,0,0,0,0,0,2.097263736850713,2.3551657398350048,0.04029303303896111,0.14174936246582334,-0.7847249965527069,9.300000000000011,6.702733270499528,1.0305719921104537,True,False,False
5168,L52347,304.2,313.4,1639,32.7,63,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,0.5590228150989848,-0.7309618261015425,-0.7061755184088552,9.199999999999989,5.612661011624255,1.0302432610124916,False,True,False
5169,H34582,304.1,313.4,1696,29.6,65,0,0,0,0,0,0,2.0472702030872716,2.2877682243579742,0.8769539718454509,-1.0419278817979605,-0.6747557271513145,9.299999999999955,5.257262540580166,1.0305820453798091,True,False,False
5170,L52349,304.1,313.3,1470,39.9,70,0,0,0,0,0,0,2.0472702030872716,2.220370708880982,-0.38361517595632705,-0.008718083838894983,-0.5962062490074629,9.199999999999989,6.142318567389255,1.030253206182177,False,True,False
5171,M20030,304.1,313.3,1480,38.4,72,0,0,0,0,0,0,2.0472702030872716,2.220370708880982,-0.3278377800358944,-0.1591855301436133,-0.5647864577499222,9.199999999999989,5.951617970468112,1.030253206182177,False,False,True
5172,M20031,304.2,313.4,1329,54.5,75,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,-1.1700764584344274,1.4558317268603636,-0.5176567708636112,9.199999999999989,7.5851398052152055,1.0302432610124916,False,False,True
5173,L52352,304.2,313.4,1740,28.2,78,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,1.1223745138953547,-1.1823641650156977,-0.47052708397730014,9.199999999999989,5.138548539114043,1.0302432610124916,False,True,False
5174,M20033,304.2,313.5,1739,28.1,80,0,0,0,0,0,0,2.097263736850713,2.3551657398350048,1.1167967743033114,-1.192395328102679,-0.4391072927197595,9.300000000000011,5.117384019269034,1.0305719921104537,False,False,True
5175,M20034,304.2,313.5,1390,47.8,83,0,0,0,0,0,0,2.097263736850713,2.3551657398350048,-0.8298343433197883,0.7837438000326213,-0.3919776058334485,9.300000000000011,6.958006073934444,1.0305719921104537,False,False,True
5176,L52355,304.2,313.4,1740,23.7,86,0,0,0,0,0,0,2.097263736850713,2.2877682243579742,1.1223745138953547,-1.6337665039298528,-0.3448479189471375,9.199999999999989,4.31856738925542,1.0302432610124916,False,True,False
5177,M20036,304.0,313.3,1844,27.1,88,0,0,0,0,0,0,1.9972766693238018,2.220370708880982,1.7024594314678543,-1.292706958972491,-0.3134281276895968,9.300000000000011,5.233260027227982,1.030592105263158,False,False,True
5178,H34591,304.0,313.1,1388,53.2,91,0,0,0,0,0,0,1.9972766693238018,2.0855756779269594,-0.8409898225038749,1.3254266067296079,-0.26629844080328585,9.100000000000023,7.732914441302754,1.0299342105263158,True,False,False
5179,H34592,304.0,313.2,1517,43.1,96,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,-0.12146141513029358,0.3122791349445044,-0.18774896265943417,9.199999999999989,6.8470729919363285,1.0302631578947368,True,False,False
5180,M20039,304.0,313.1,1450,42.8,101,0,0,0,0,0,0,1.9972766693238018,2.0855756779269594,-0.49516996779719236,0.2821856456835603,-0.10919948451558249,9.100000000000023,6.4991098544350185,1.0299342105263158,False,False,True
5181,L52360,304.0,313.2,1584,38.7,104,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,0.2522471375366052,-0.1290920408826692,-0.062069797629271485,9.199999999999989,6.419604147031103,1.0302631578947368,False,True,False
5182,L52361,304.0,313.1,1720,28.7,106,0,0,0,0,0,0,1.9972766693238018,2.0855756779269594,1.0108197220544892,-1.1322083495807918,-0.030650006371730817,9.100000000000023,5.169546549376898,1.0299342105263158,False,True,False
5183,L52362,303.9,313.1,1586,31.9,108,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,0.2634026167206917,-0.8112111307973927,0.00076978488580985,9.200000000000045,5.298293014975389,1.0302731161566305,False,True,False
5184,M20043,303.9,313.0,1901,22.5,110,0,0,0,0,0,0,1.947283135560332,2.0181781624499293,2.0203905882143203,-1.7541404609736273,0.032189576143350516,9.100000000000023,4.479264844486334,1.0299440605462324,False,False,True
5185,L52364,304.0,313.0,1397,42.4,113,0,0,0,0,0,0,1.9972766693238018,2.0181781624499293,-0.7907901661754855,0.24206099333563555,0.07931926302966152,9.0,6.203036967221698,1.0296052631578947,False,True,False
5186,L52365,304.0,313.0,2012,21.1,115,0,0,0,0,0,0,1.9972766693238018,2.0181781624499293,2.6395196829311227,-1.8945767441913643,0.11073905428720218,9.0,4.445826788145356,1.0296052631578947,False,True,False
5187,L52366,304.0,313.0,2354,15.0,117,0,0,0,0,0,0,1.9972766693238018,2.0181781624499293,4.54710662340992,-2.506477692497219,0.14215884554474287,9.0,3.697769399937166,1.0296052631578947,False,True,False
5188,L52367,304.0,313.1,1648,35.7,119,0,0,0,0,0,0,1.9972766693238018,2.0855756779269594,0.6092224714273742,-0.43002693349210586,0.17357863680228353,9.100000000000023,6.161231542569904,1.0299342105263158,False,True,False
5189,L52368,304.0,313.2,1632,30.6,121,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,0.5199786379546819,-0.9416162509281483,0.20499842805982418,9.199999999999989,5.2297832233741754,1.0302631578947368,False,True,False
5190,M20049,304.1,313.2,1427,46.9,123,0,0,0,0,0,0,2.0472702030872716,2.1529731934039518,-0.6234579784141875,0.6934633322497905,0.23641821931736487,9.099999999999966,7.00872342653681,1.0299243669845444,False,False,True
5191,L52370,304.1,313.2,1452,48.0,126,0,0,0,0,0,0,2.0472702030872716,2.1529731934039518,-0.48401448861310586,0.8038061262065841,0.28354790620367587,9.099999999999966,7.298774740810556,1.0299243669845444,False,True,False
5192,L52371,304.0,313.2,1416,46.0,128,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,-0.6848131139266634,0.6031828644669597,0.31496769746121656,9.199999999999989,6.821237825950361,1.0302631578947368,False,True,False
5193,L52372,303.9,313.1,1310,62.9,130,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,-1.2760535106832496,2.298449426166786,0.3463874887187572,9.200000000000045,8.62907110692219,1.0302731161566305,False,True,False
5194,H34607,304.0,313.1,1408,39.8,132,0,0,0,0,0,0,1.9972766693238018,2.0855756779269594,-0.7294350306630095,-0.01874924692587635,0.37780727997629787,9.100000000000023,5.868509791601214,1.0299342105263158,True,False,False
5195,M20054,303.9,313.1,1668,34.4,137,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,0.7207772632682395,-0.5604320536228622,0.45635675812014953,9.200000000000045,6.008922400251335,1.0302731161566305,False,False,True
5196,L52375,303.9,313.0,1551,36.8,140,0,0,0,0,0,0,1.947283135560332,2.0181781624499293,0.06818173099917743,-0.319684139535313,0.5034864450064606,9.100000000000023,5.977254162739554,1.0299440605462324,False,True,False
5197,H34610,303.9,313.0,1517,36.0,142,0,0,0,0,0,0,1.947283135560332,2.0181781624499293,-0.12146141513029358,-0.3999334442311625,0.5349062362640012,9.100000000000023,5.719132893496702,1.0299440605462324,True,False,False
5198,H34611,303.8,312.9,1570,35.8,147,0,0,0,0,0,0,1.8972896017968903,1.9507806469728988,0.1741587832479995,-0.4199957704051252,0.6134557144078528,9.099999999999966,5.886061367682479,1.029953917050691,True,False,False
5199,L52378,303.8,312.8,1428,53.3,152,0,0,0,0,0,0,1.8972896017968903,1.8833831314959066,-0.6178802388221443,1.3354577698165886,0.6920051925517046,9.0,7.970719447062519,1.0296247531270573,False,True,False
5200,L52379,303.8,312.8,1503,40.0,154,0,0,0,0,0,0,1.8972896017968903,1.8833831314959066,-0.1995497694188993,0.001313079248086381,0.7234249838092452,9.0,6.295947219604147,1.0296247531270573,False,True,False
5201,L52380,303.8,312.8,1416,58.7,156,0,0,0,0,0,0,1.8972896017968903,1.8833831314959066,-0.6848131139266634,1.8771405765135751,0.7548447750667859,9.0,8.704492617027961,1.0296247531270573,False,True,False
5202,M20061,303.7,312.7,1396,47.3,158,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,-0.7963679057675287,0.7335879845977152,0.7862645663243265,9.0,6.91494397319091,1.0296345077378992,False,False,True
5203,L52382,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,-1.136610020882168,1.114772181903002,0.8333942532106375,9.0,7.1440464970153945,1.0296345077378992,False,True,False
5204,M20063,303.7,312.6,1671,30.5,163,0,0,0,0,0,0,1.8472960680334205,1.748588100541884,0.7375104820443693,-0.9516474140151296,0.8648140444681782,8.900000000000034,5.337260446120013,1.0293052354297005,False,False,True
5205,L52384,303.7,312.7,1989,22.4,166,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,2.511231672314128,-1.7641716240606087,0.9119437313544893,9.0,4.665786993402451,1.0296345077378992,False,True,False
5206,L52385,303.7,312.7,1468,43.3,168,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,-0.3947706551404136,0.3323414611184664,0.9433635226120299,9.0,6.656655147135825,1.0296345077378992,False,True,False
5207,H34620,303.7,312.6,1711,27.6,170,0,0,0,0,0,0,1.8472960680334205,1.748588100541884,0.9606200657260999,-1.242551143537585,0.9747833138695705,8.900000000000034,4.945397423814012,1.0293052354297005,True,False,False
5208,M20067,303.8,312.7,1488,41.3,175,0,0,0,0,0,0,1.8972896017968903,1.815985616018876,-0.2832158632995483,0.13171819937884197,1.0533327920134221,8.899999999999977,6.435689601005341,1.0292955892034232,False,False,True
5209,L52388,303.8,312.7,1664,29.3,178,0,0,0,0,0,0,1.8972896017968903,1.815985616018876,0.6984663049000664,-1.0720213710589042,1.1004624788997333,8.899999999999977,5.105791182322757,1.0292955892034232,False,True,False
5210,M20069,303.8,312.7,1507,38.5,180,0,0,0,0,0,0,1.8972896017968903,1.815985616018876,-0.17723881105072625,-0.14915436705663193,1.131882270157274,8.899999999999977,6.075976542046288,1.0292955892034232,False,False,True
5211,L52390,303.7,312.6,1466,42.5,183,0,0,0,0,0,0,1.8472960680334205,1.748588100541884,-0.40592613432450014,0.2520921564226169,1.1790119570435849,8.900000000000034,6.52476699130799,1.0293052354297005,False,True,False
5212,L52391,303.7,312.5,1433,53.6,185,0,0,0,0,0,0,1.8472960680334205,1.6811905850648536,-0.5899915408619278,1.3655512590775327,1.2104317483011255,8.800000000000011,8.043648549586344,1.0289759631215014,False,True,False
5213,L52392,303.7,312.5,1397,45.7,187,0,0,0,0,0,0,1.8472960680334205,1.6811905850648536,-0.7907901661754855,0.5730893752060163,1.2418515395586662,8.800000000000011,6.685820504764897,1.0289759631215014,False,True,False
5214,M20073,303.7,312.6,1429,43.3,189,0,0,0,0,0,0,1.8472960680334205,1.748588100541884,-0.6123024992301009,0.3323414611184664,1.273271330816207,8.900000000000034,6.479809404126086,1.0293052354297005,False,False,True
5215,L52394,303.7,312.7,1572,37.2,192,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,0.185314262432086,-0.27955948718738755,1.3204010177025178,9.0,6.124033930254477,1.0296345077378992,False,True,False
5216,M20075,303.7,312.7,1532,42.7,194,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,-0.0377953212496446,0.27215448259657965,1.3518208089600585,9.0,6.850602157293958,1.0296345077378992,False,False,True
5217,M20076,303.7,312.7,1316,51.8,197,0,0,0,0,0,0,1.8472960680334205,1.815985616018876,-1.24258707313099,1.1849903235118702,1.3989504958463697,9.0,7.138841763535449,1.0296345077378992,False,False,True
5218,M20077,303.8,312.8,1420,47.9,200,0,0,0,0,0,0,1.8972896017968903,1.8833831314959066,-0.6625021555584903,0.7937749631196027,1.4460801827326806,9.0,7.123049533982616,1.0296247531270573,False,False,True
5219,L52398,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,1.8972896017968903,1.9507806469728988,0.28013583549682153,-0.27955948718738755,1.4932098696189915,9.099999999999966,6.190260760289036,1.029953917050691,False,True,False
5220,L52399,303.8,313.0,1365,59.9,205,1,0,0,0,1,0,1.8972896017968903,2.0181781624499293,-0.9692778331208699,1.9975145335573492,1.5246296608765322,9.199999999999989,8.562519635563934,1.030283080974325,False,True,False
5221,L52400,303.8,313.0,1633,32.9,207,0,0,0,0,0,0,1.8972896017968903,2.0181781624499293,0.5255563775467252,-0.7108994999275805,1.5560494521340729,9.199999999999989,5.626316891821133,1.030283080974325,False,True,False
5222,L52401,303.9,313.0,1626,31.4,209,0,0,0,0,0,0,1.947283135560332,2.0181781624499293,0.4865122004024223,-0.8613669462322988,1.5874692433916135,9.100000000000023,5.3467797675149225,1.0299440605462324,False,True,False
5223,L52402,303.9,313.1,1665,29.6,0,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,0.7040440444921097,-1.0419278817979605,-1.6958989430213862,9.200000000000045,5.161168708765316,1.0302731161566305,False,True,False
5224,M20083,303.9,313.2,1350,47.2,2,0,0,0,0,0,0,1.947283135560332,2.1529731934039518,-1.0529439270015188,0.7235568215107346,-1.6644791517638455,9.300000000000011,6.6729500471253544,1.0306021717670286,False,False,True
5225,L52404,303.9,313.2,1590,31.9,5,0,0,0,0,0,0,1.947283135560332,2.1529731934039518,0.2857135750888648,-0.8112111307973927,-1.6173494648775346,9.300000000000011,5.311655670750864,1.0306021717670286,False,True,False
5226,M20085,304.0,313.2,1437,53.9,7,0,0,0,0,0,0,1.9972766693238018,2.1529731934039518,-0.5676805824937549,1.395644748338476,-1.585929673619994,9.199999999999989,8.11124725102105,1.0302631578947368,False,False,True
5227,L52406,303.9,313.0,1403,48.3,10,0,0,0,0,0,0,1.947283135560332,2.0181781624499293,-0.7573237286232258,0.8338996154675274,-1.5387999867336828,9.100000000000023,7.096544140747722,1.0299440605462324,False,True,False
5228,L52407,303.9,313.1,1440,41.1,12,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,-0.550947363717625,0.11165587320487996,-1.507380195476142,9.200000000000045,6.197926484448633,1.0302731161566305,False,True,False
5229,M20088,303.9,313.1,1343,61.4,14,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,-1.0919881041458217,2.1479819798620676,-1.4759604042186016,9.200000000000045,8.63548015499005,1.0302731161566305,False,False,True
5230,H34643,303.9,313.1,1790,26.7,17,0,0,0,0,0,0,1.947283135560332,2.0855756779269594,1.4012614934975178,-1.3328316113204162,-1.4288307173322905,9.200000000000045,5.00502670436695,1.0302731161566305,True,False,False
5231,M20090,303.8,313.1,2117,18.6,22,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,3.2251823400956656,-2.1453558213658948,-1.350281239188439,9.300000000000011,4.123594093622369,1.0306122448979593,False,False,True
5232,L52411,303.8,313.1,1458,42.2,25,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,-0.4505480510608463,0.22199866716167355,-1.3031515523021278,9.300000000000011,6.443355325164939,1.0306122448979593,False,True,False
5233,L52412,303.6,312.9,1381,57.8,27,0,0,0,0,0,0,1.797302534269979,1.9507806469728988,-0.8800339996481777,1.7868601087307434,-1.2717317610445873,9.299999999999955,8.359178971620064,1.0306324110671936,False,True,False
5234,L52413,303.6,312.9,1450,45.3,29,0,0,0,0,0,0,1.797302534269979,1.9507806469728988,-0.49516996779719236,0.5329647228580908,-1.2403119697870466,9.299999999999955,6.878730757147345,1.0306324110671936,False,True,False
5235,L52414,303.7,312.9,1461,50.1,31,0,0,0,0,0,0,1.8472960680334205,1.9507806469728988,-0.43381483228471646,1.0144605510331899,-1.208892178529506,9.199999999999989,7.66531573986805,1.030293052354297,False,True,False
5236,M20095,303.7,312.9,1511,41.0,33,0,0,0,0,0,0,1.8472960680334205,1.9507806469728988,-0.15492785268255319,0.1016247101178986,-1.1774723872719652,9.199999999999989,6.487695046601738,1.030293052354297,False,False,True
5237,L52416,303.8,313.1,1394,45.4,36,0,0,0,0,0,0,1.8972896017968903,2.0855756779269594,-0.8075233849516152,0.5429958859450722,-1.130342700385654,9.300000000000011,6.62766781861975,1.0306122448979593,False,True,False
5238,L52417,303.8,313.0,1499,42.3,38,0,0,0,0,0,0,1.8972896017968903,2.0181781624499293,-0.22186072778707236,0.2320298302486542,-1.0989229091281136,9.199999999999989,6.640245051837889,1.030283080974325,False,True,False
5239,L52418,303.7,313.0,1457,44.1,40,0,0,0,0,0,0,1.8472960680334205,2.0181781624499293,-0.4561257906528895,0.4125907658143166,-1.067503117870573,9.300000000000011,6.728840716305373,1.030622324662496,False,True,False
5240,L52419,303.7,313.0,1753,29.0,42,0,0,0,0,0,0,1.8472960680334205,2.0181781624499293,1.194885128591917,-1.102114860319848,-1.0360833266130323,9.300000000000011,5.323803539637658,1.030622324662496,False,True,False
5241,L52420,303.7,313.0,1694,28.0,44,0,0,0,0,0,0,1.8472960680334205,2.0181781624499293,0.8657984926613644,-1.2024264911896603,-1.0046635353554916,9.300000000000011,4.967221698607184,1.030622324662496,False,True,False
5242,L52421,303.7,313.1,1683,28.4,46,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,0.8044433571488885,-1.1623018388417354,-0.9732437440979509,9.400000000000034,5.005466540999057,1.0309515969706948,False,True,False
5243,L52422,303.7,313.1,1496,47.4,48,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,-0.23859394656320215,0.7436191476846966,-0.9418239528404102,9.400000000000034,7.425950361294376,1.0309515969706948,False,True,False
5244,L52423,303.7,313.1,1721,34.8,50,0,0,0,0,0,0,1.8472960680334205,2.0855756779269594,1.0163974616465326,-0.5203074012749375,-0.9104041615828695,9.400000000000034,6.271944706251963,1.0309515969706948,False,True,False
5245,L52424,303.6,313.0,1593,31.6,52,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,0.30244679386499457,-0.8413046200583361,-0.8789843703253288,9.399999999999977,5.271630537229029,1.030961791831357,False,True,False
5246,L52425,303.6,313.0,1575,38.3,54,0,0,0,0,0,0,1.797302534269979,2.0181781624499293,0.2020474812082158,-0.16921669323059466,-0.8475645790677881,9.399999999999977,6.317153628652214,1.030961791831357,False,True,False
5247,L52426,303.5,313.0,1465,41.0,56,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-0.4115038739165434,0.1016247101178986,-0.8161447878102475,9.5,6.290187454183684,1.031301482701812,False,True,False
5248,L52427,303.6,313.1,1405,38.3,58,0,0,0,0,0,0,1.797302534269979,2.0855756779269594,-0.7461682494391393,-0.16921669323059466,-0.7847249965527069,9.5,5.635302125877055,1.0312911725955205,False,True,False
5249,M20108,303.5,313.0,1902,21.6,60,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,2.0259683278063636,-1.8444209287564581,-0.7533052052951662,9.5,4.302356267672008,1.031301482701812,False,False,True
5250,M20109,303.4,312.9,1422,39.9,63,0,0,0,0,0,0,1.6973154667430392,1.9507806469728988,-0.6513466763744038,-0.008718083838894983,-0.7061755184088552,9.5,5.941753063147973,1.0313117996044825,False,False,True
5251,L52430,303.5,312.9,1332,52.9,66,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,-1.1533432396582977,1.2953331174686638,-0.6590458315225441,9.399999999999977,7.379076343072573,1.0309719934102142,False,True,False
5252,M20111,303.4,312.9,1307,54.3,68,0,0,0,0,0,0,1.6973154667430392,1.9507806469728988,-1.2927867294593793,1.4357694006864008,-0.6276260402650035,9.5,7.432202324850769,1.0313117996044825,False,False,True
5253,L52432,303.5,313.0,1322,59.5,71,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-1.2091206355787303,1.9573898812094246,-0.5804963533786925,9.5,8.237407058330716,1.031301482701812,False,True,False
5254,L52433,303.5,313.0,1547,40.3,73,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,0.04587077263100438,0.03140656850902976,-0.5490765621211519,9.5,6.528861660906901,1.031301482701812,False,True,False
5255,L52434,303.5,313.1,1897,23.6,75,0,0,0,0,0,0,1.747309000506509,2.0855756779269594,1.9980796298461472,-1.6437976670168337,-0.5176567708636112,9.600000000000023,4.688365273850666,1.0316309719934103,False,True,False
5256,M20115,303.5,313.0,1403,51.9,77,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-0.7573237286232258,1.1950214865988515,-0.4862369796060705,9.5,7.625479107759975,1.031301482701812,False,False,True
5257,L52436,303.5,313.0,1393,51.6,80,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-0.8131011245436585,1.1649279973379083,-0.4391072927197595,9.5,7.527364121897581,1.031301482701812,False,True,False
5258,L52437,303.5,313.0,1482,38.5,82,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-0.3166823008518079,-0.14915436705663193,-0.4076875014622188,9.5,5.975180647188187,1.031301482701812,False,True,False
5259,M20118,303.5,312.9,1572,44.7,84,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,0.185314262432086,0.47277774433620406,-0.37626771020467814,9.399999999999977,7.358718190386429,1.0309719934102142,False,False,True
5260,L52439,303.5,312.9,1544,36.9,87,0,0,0,0,0,0,1.747309000506509,1.9507806469728988,0.029137553854874577,-0.3096529764483316,-0.32913802331836717,9.399999999999977,5.966446748350612,1.0309719934102142,False,True,False
5261,M20120,303.5,313.0,1492,46.1,89,0,0,0,0,0,0,1.747309000506509,2.0181781624499293,-0.26090490493137525,0.613214027553941,-0.2977182320608265,9.5,7.202974133417111,1.031301482701812,False,False,True
5262,L52441,303.4,312.8,1513,35.8,92,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.14377237349846664,-0.4199957704051252,-0.2505885451745155,9.400000000000034,5.672363598282542,1.0309822017139092,False,True,False
5263,L52442,303.4,312.8,1449,43.9,94,0,0,0,0,0,0,1.6973154667430392,1.8833831314959066,-0.5007477073892357,0.3925284396403539,-0.21916875391697482,9.400000000000034,6.6615457115928365,1.0309822017139092,False,True,False
