UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_step,window_id
3825,L51004,L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,9,763
3821,L51000,L,302.3,310.8,1421,41.4,102,0,0,0,0,0,0,0,764
3822,L51001,L,302.3,310.9,1596,33.5,104,0,0,0,0,0,0,1,764
3823,M18682,M,302.4,311.0,1464,44.2,106,0,0,0,0,0,0,2,764
3824,M18683,M,302.3,310.9,1581,36.1,109,0,0,0,0,0,0,3,764
3825,L51004,L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0,4,764
3826,H33239,H,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,5,764
3827,H33240,H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,6,764
3828,M18687,M,302.4,310.9,1469,41.6,124,0,0,0,0,0,0,7,764
3829,M18688,M,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,8,764
3830,H33243,H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,9,764
3826,H33239,H,302.2,310.7,1413,48.9,114,0,0,0,0,0,0,0,765
3827,H33240,H,302.3,310.8,1438,43.8,119,0,0,0,0,0,0,1,765
3828,M18687,M,302.4,310.9,1469,41.6,124,0,0,0,0,0,0,2,765
3829,M18688,M,302.3,310.8,1762,27.8,127,0,0,0,0,0,0,3,765
3830,H33243,H,302.3,310.9,1366,48.4,130,1,0,1,0,0,0,4,765
3831,L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,5,765
3832,M18691,M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,6,765
3833,M18692,M,302.2,310.9,1465,43.5,140,0,0,0,0,0,0,7,765
3834,M18693,M,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,8,765
3835,M18694,M,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,9,765
3831,L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0,0,766
3832,M18691,M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0,1,766
3833,M18692,M,302.2,310.9,1465,43.5,140,0,0,0,0,0,0,2,766
3834,M18693,M,302.3,311.0,1541,36.6,143,0,0,0,0,0,0,3,766
3835,M18694,M,302.3,311.1,1295,57.1,146,0,0,0,0,0,0,4,766
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,5,766
3837,L51016,L,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,6,766
3838,L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,7,766
3839,L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,8,766
3840,M18699,M,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,9,766
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0,0,767
3837,L51016,L,302.4,311.2,1466,43.9,152,0,0,0,0,0,0,1,767
3838,L51017,L,302.4,311.2,1450,47.9,154,0,0,0,0,0,0,2,767
3839,L51018,L,302.4,311.1,1880,24.5,156,0,0,0,0,0,0,3,767
3840,M18699,M,302.3,311.0,1578,33.5,158,0,0,0,0,0,0,4,767
3841,L51020,L,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,5,767
3842,L51021,L,302.4,311.1,1565,42.8,163,0,0,0,0,0,0,6,767
3843,L51022,L,302.5,311.2,1545,40.1,165,0,0,0,0,0,0,7,767
3844,L51023,L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,8,767
3845,L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,9,767
3841,L51020,L,302.4,311.0,1610,33.1,161,0,0,0,0,0,0,0,768
3842,L51021,L,302.4,311.1,1565,42.8,163,0,0,0,0,0,0,1,768
3843,L51022,L,302.5,311.2,1545,40.1,165,0,0,0,0,0,0,2,768
3844,L51023,L,302.5,311.2,1227,60.1,167,0,0,0,0,0,0,3,768
3845,L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0,4,768
3846,L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,5,768
3847,L51026,L,302.3,310.9,1403,47.2,173,0,0,0,0,0,0,6,768
3848,M18707,M,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,7,768
3849,L51028,L,302.3,310.9,1720,28.1,178,0,0,0,0,0,0,8,768
3850,L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,9,768
3846,L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0,0,769
3847,L51026,L,302.3,310.9,1403,47.2,173,0,0,0,0,0,0,1,769
3848,M18707,M,302.3,311.0,1450,45.7,175,0,0,0,0,0,0,2,769
3849,L51028,L,302.3,310.9,1720,28.1,178,0,0,0,0,0,0,3,769
3850,L51029,L,302.3,311.0,1561,37.2,180,0,0,0,0,0,0,4,769
3851,M18710,M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,5,769
3852,H33265,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,6,769
3853,L51032,L,302.3,310.9,2034,19.7,190,0,0,0,0,0,0,7,769
3854,L51033,L,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,8,769
3855,L51034,L,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,9,769
3851,M18710,M,302.3,311.0,1421,41.3,182,0,0,0,0,0,0,0,770
3852,H33265,H,302.2,310.9,1415,48.4,185,0,0,0,0,0,0,1,770
3853,L51032,L,302.3,310.9,2034,19.7,190,0,0,0,0,0,0,2,770
3854,L51033,L,302.4,311.0,1486,40.4,192,0,0,0,0,0,0,3,770
3855,L51034,L,302.4,311.0,1338,67.6,194,1,0,0,1,1,0,4,770
3856,H33269,H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,5,770
3857,M18716,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,6,770
3858,H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,7,770
3859,L51038,L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0,8,770
3860,L51039,L,302.6,311.5,1599,37.0,211,0,0,0,0,0,0,9,770
3856,H33269,H,302.4,311.1,1578,32.3,196,0,0,0,0,0,0,0,771
3857,M18716,M,302.4,311.2,1330,58.6,201,0,0,0,0,0,0,1,771
3858,H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0,2,771
3859,L51038,L,302.5,311.4,1559,37.6,209,0,0,0,0,0,0,3,771
3860,L51039,L,302.6,311.5,1599,37.0,211,0,0,0,0,0,0,4,771
3861,L51040,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,5,771
3862,M18721,M,302.5,311.5,1481,41.1,215,0,0,0,0,0,0,6,771
3863,H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,7,771
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,8,771
3865,M18724,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,9,771
3861,L51040,L,302.6,311.5,1427,38.9,213,0,0,0,0,0,0,0,772
3862,M18721,M,302.5,311.5,1481,41.1,215,0,0,0,0,0,0,1,772
3863,H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,2,772
3864,L51043,L,302.5,311.4,1674,27.0,223,0,0,0,0,0,0,3,772
3865,M18724,M,302.5,311.4,1629,31.7,225,0,0,0,0,0,0,4,772
3866,H33279,H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,5,772
3867,L51046,L,302.6,311.6,1311,53.2,0,0,0,0,0,0,0,6,772
3868,M18727,M,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,7,772
3869,M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,8,772
3870,L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,9,772
3866,H33279,H,302.6,311.5,1629,34.4,228,1,1,0,0,0,0,0,773
3867,L51046,L,302.6,311.6,1311,53.2,0,0,0,0,0,0,0,1,773
3868,M18727,M,302.7,311.6,2709,9.7,2,1,0,0,1,0,0,2,773
3869,M18728,M,302.7,311.7,1759,29.9,5,0,0,0,0,0,0,3,773
3870,L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0,4,773
3871,L51050,L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,5,773
3872,M18731,M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,6,773
3873,L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,7,773
3874,L51053,L,302.6,311.8,1638,35.1,17,0,0,0,0,0,0,8,773
3875,L51054,L,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,9,773
3871,L51050,L,302.7,311.8,1461,46.1,10,0,0,0,0,0,0,0,774
3872,M18731,M,302.7,311.8,1728,30.0,12,0,0,0,0,0,0,1,774
3873,L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0,2,774
3874,L51053,L,302.6,311.8,1638,35.1,17,0,0,0,0,0,0,3,774
3875,L51054,L,302.6,311.7,1254,54.1,19,0,0,0,0,0,0,4,774
3876,L51055,L,302.6,311.8,1427,50.1,21,0,0,0,0,0,0,5,774
3877,L51056,L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,6,774
3878,H33291,H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,7,774
3879,L51058,L,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,8,774
3880,M18739,M,302.6,311.7,1430,51.7,32,0,0,0,0,0,0,9,774
3876,L51055,L,302.6,311.8,1427,50.1,21,0,0,0,0,0,0,0,775
3877,L51056,L,302.6,311.8,1627,31.8,23,0,0,0,0,0,0,1,775
3878,H33291,H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0,2,775
3879,L51058,L,302.6,311.7,1773,27.1,30,0,0,0,0,0,0,3,775
3880,M18739,M,302.6,311.7,1430,51.7,32,0,0,0,0,0,0,4,775
3881,L51060,L,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,5,775
3882,L51061,L,302.5,311.5,1521,44.1,37,0,0,0,0,0,0,6,775
3883,L51062,L,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,7,775
3884,M18743,M,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,8,775
3885,H33298,H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,9,775
3881,L51060,L,302.5,311.6,1595,29.5,35,0,0,0,0,0,0,0,776
3882,L51061,L,302.5,311.5,1521,44.1,37,0,0,0,0,0,0,1,776
3883,L51062,L,302.5,311.6,1419,43.7,39,0,0,0,0,0,0,2,776
3884,M18743,M,302.4,311.4,1534,40.1,41,0,0,0,0,0,0,3,776
3885,H33298,H,302.5,311.5,1626,36.0,44,0,0,0,0,0,0,4,776
3886,L51065,L,302.5,311.5,1677,29.2,49,0,0,0,0,0,0,5,776
3887,L51066,L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,6,776
3888,L51067,L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,7,776
3889,L51068,L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,8,776
3890,L51069,L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,9,776
3886,L51065,L,302.5,311.5,1677,29.2,49,0,0,0,0,0,0,0,777
3887,L51066,L,302.4,311.3,1392,50.5,51,0,0,0,0,0,0,1,777
3888,L51067,L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0,2,777
3889,L51068,L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0,3,777
3890,L51069,L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0,4,777
3891,L51070,L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,5,777
3892,L51071,L,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,6,777
3893,M18752,M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,7,777
3894,L51073,L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,8,777
3895,M18754,M,302.3,311.2,1432,42.7,68,0,0,0,0,0,0,9,777
3891,L51070,L,302.3,311.2,1386,53.5,59,0,0,0,0,0,0,0,778
3892,L51071,L,302.2,311.1,1418,47.0,61,0,0,0,0,0,0,1,778
3893,M18752,M,302.3,311.1,1338,53.3,63,0,0,0,0,0,0,2,778
3894,L51073,L,302.3,311.2,1549,40.6,66,0,0,0,0,0,0,3,778
3895,M18754,M,302.3,311.2,1432,42.7,68,0,0,0,0,0,0,4,778
3896,M18755,M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,5,778
3897,M18756,M,302.2,311.2,1627,33.2,74,0,0,0,0,0,0,6,778
3898,M18757,M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,7,778
3899,M18758,M,302.1,311.1,1423,36.8,80,0,0,0,0,0,0,8,778
3900,M18759,M,302.1,311.0,1711,28.7,83,0,0,0,0,0,0,9,778
3896,M18755,M,302.3,311.2,1546,40.0,71,0,0,0,0,0,0,0,779
3897,M18756,M,302.2,311.2,1627,33.2,74,0,0,0,0,0,0,1,779
3898,M18757,M,302.2,311.1,1640,32.8,77,0,0,0,0,0,0,2,779
3899,M18758,M,302.1,311.1,1423,36.8,80,0,0,0,0,0,0,3,779
3900,M18759,M,302.1,311.0,1711,28.7,83,0,0,0,0,0,0,4,779
3901,M18760,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,5,779
3902,H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,6,779
3903,L51082,L,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,7,779
3904,H33317,H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,8,779
3905,H33318,H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,9,779
3901,M18760,M,302.1,311.1,1450,51.6,86,0,0,0,0,0,0,0,780
3902,H33315,H,302.2,311.1,1553,34.1,89,0,0,0,0,0,0,1,780
3903,L51082,L,302.2,311.1,1630,34.6,94,0,0,0,0,0,0,2,780
3904,H33317,H,302.2,311.1,1476,39.6,96,0,0,0,0,0,0,3,780
3905,H33318,H,302.2,311.1,1426,50.6,101,0,0,0,0,0,0,4,780
3906,M18765,M,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,5,780
3907,L51086,L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,6,780
3908,M18767,M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,7,780
3909,L51088,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,8,780
3910,H33323,H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,9,780
3906,M18765,M,302.2,311.2,1561,34.9,106,0,0,0,0,0,0,0,781
3907,L51086,L,302.3,311.2,1297,62.5,109,0,0,0,0,0,0,1,781
3908,M18767,M,302.3,311.2,1842,23.9,111,0,0,0,0,0,0,2,781
3909,L51088,L,302.3,311.2,1633,36.4,114,0,0,0,0,0,0,3,781
3910,H33323,H,302.3,311.3,1744,30.3,116,0,0,0,0,0,0,4,781
3911,L51090,L,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,5,781
3912,M18771,M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,6,781
3913,L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,7,781
3914,M18773,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,8,781
3915,L51094,L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0,9,781
3911,L51090,L,302.4,311.4,1831,26.9,121,0,0,0,0,0,0,0,782
3912,M18771,M,302.3,311.3,1339,50.8,123,0,0,0,0,0,0,1,782
3913,L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0,2,782
3914,M18773,M,302.4,311.4,1675,29.6,128,0,0,0,0,0,0,3,782
3915,L51094,L,302.5,311.5,1493,35.1,131,0,0,0,0,0,0,4,782
3916,L51095,L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0,5,782
3917,L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,6,782
3918,L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,7,782
3919,M18778,M,302.5,311.5,1358,52.7,139,0,0,0,0,0,0,8,782
3920,H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,9,782
3916,L51095,L,302.5,311.5,1700,29.5,133,0,0,0,0,0,0,0,783
3917,L51096,L,302.6,311.6,1453,37.0,135,0,0,0,0,0,0,1,783
3918,L51097,L,302.6,311.7,1542,34.1,137,0,0,0,0,0,0,2,783
3919,M18778,M,302.5,311.5,1358,52.7,139,0,0,0,0,0,0,3,783
3920,H33333,H,302.5,311.5,1655,32.3,142,0,0,0,0,0,0,4,783
3921,L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,5,783
3922,L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0,6,783
3923,M18782,M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,7,783
3924,M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,8,783
3925,M18784,M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0,9,783
3921,L51100,L,302.6,311.5,1885,27.5,147,0,0,0,0,0,0,0,784
3922,L51101,L,302.7,311.5,1494,41.4,149,0,0,0,0,0,0,1,784
3923,M18782,M,302.6,311.4,1757,29.5,151,0,0,0,0,0,0,2,784
3924,M18783,M,302.6,311.4,1718,31.2,154,0,0,0,0,0,0,3,784
3925,M18784,M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0,4,784
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,5,784
3927,L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,6,784
3928,H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,7,784
3929,L51108,L,302.6,311.5,1442,59.8,169,1,0,0,1,0,0,8,784
3930,M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,9,784
3926,L51105,L,302.6,311.6,1638,29.6,160,0,0,0,0,0,0,0,785
3927,L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0,1,785
3928,H33341,H,302.7,311.5,1556,35.0,164,0,0,0,0,0,0,2,785
3929,L51108,L,302.6,311.5,1442,59.8,169,1,0,0,1,0,0,3,785
3930,M18789,M,302.7,311.6,1501,38.8,171,0,0,0,0,0,0,4,785
3931,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,5,785
3932,M18791,M,302.7,311.7,1784,25.1,177,0,0,0,0,0,0,6,785
3933,L51112,L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0,7,785
3934,L51113,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0,8,785
3935,M18794,M,302.6,311.6,1518,39.0,184,0,0,0,0,0,0,9,785
3931,M18790,M,302.6,311.6,2041,19.2,174,0,0,0,0,0,0,0,786
3932,M18791,M,302.7,311.7,1784,25.1,177,0,0,0,0,0,0,1,786
3933,L51112,L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0,2,786
3934,L51113,L,302.6,311.6,1576,34.7,182,0,0,0,0,0,0,3,786
3935,M18794,M,302.6,311.6,1518,39.0,184,0,0,0,0,0,0,4,786
3936,M18795,M,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,5,786
3937,L51116,L,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,6,786
3938,L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,7,786
3939,L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,8,786
3940,L51119,L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0,9,786
3936,M18795,M,302.6,311.6,1227,68.2,187,1,0,0,0,1,0,0,787
3937,L51116,L,302.5,311.5,1985,18.8,190,0,0,0,0,0,0,1,787
3938,L51117,L,302.5,311.5,1802,26.4,192,0,0,0,0,0,0,2,787
3939,L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0,3,787
3940,L51119,L,302.5,311.6,1400,54.0,196,0,0,0,0,0,0,4,787
3941,L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,5,787
3942,L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,6,787
3943,M18802,M,302.2,311.4,1398,47.2,202,0,0,0,0,0,0,7,787
3944,L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,8,787
3945,L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,9,787
3941,L51120,L,302.3,311.5,1395,54.2,198,0,0,0,0,0,0,0,788
3942,L51121,L,302.2,311.4,1987,19.9,200,0,0,0,0,0,0,1,788
3943,M18802,M,302.2,311.4,1398,47.2,202,0,0,0,0,0,0,2,788
3944,L51123,L,302.3,311.4,1333,66.7,205,1,0,0,1,1,0,3,788
3945,L51124,L,302.2,311.2,1381,49.4,207,0,0,0,0,0,0,4,788
3946,L51125,L,302.2,311.3,1570,36.1,0,0,0,0,0,0,0,5,788
3947,M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,6,788
3948,H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,7,788
3949,M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,8,788
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,9,788
3946,L51125,L,302.2,311.3,1570,36.1,0,0,0,0,0,0,0,0,789
3947,M18806,M,302.2,311.3,1658,31.0,2,0,0,0,0,0,0,1,789
3948,H33361,H,302.2,311.3,1749,29.2,5,0,0,0,0,0,0,2,789
3949,M18808,M,302.2,311.3,1510,37.1,10,0,0,0,0,0,0,3,789
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0,4,789
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,5,789
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,6,789
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,7,789
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,8,789
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,9,789
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0,0,790
3952,M18811,M,302.3,311.4,1571,32.7,17,0,0,0,0,0,0,1,790
3953,L51132,L,302.3,311.4,1476,37.3,20,0,0,0,0,0,0,2,790
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0,3,790
3955,M18814,M,302.3,311.4,1909,23.2,25,0,0,0,0,0,0,4,790
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,5,790
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,6,790
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,7,790
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,8,790
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,9,790
3956,L51135,L,302.3,311.5,1448,49.6,28,0,0,0,0,0,0,0,791
3957,M18816,M,302.3,311.4,1500,40.2,30,0,0,0,0,0,0,1,791
3958,L51137,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0,2,791
3959,L51138,L,302.2,311.3,1378,55.5,35,0,0,0,0,0,0,3,791
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0,4,791
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,5,791
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,6,791
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,7,791
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,8,791
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,9,791
3961,L51140,L,302.2,311.4,1390,48.1,40,0,0,0,0,0,0,0,792
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0,1,792
3963,L51142,L,302.4,311.5,1785,24.8,45,0,0,0,0,0,0,2,792
3964,H33377,H,302.3,311.5,1526,38.2,47,0,0,0,0,0,0,3,792
3965,M18824,M,302.3,311.6,1668,33.2,52,0,0,0,0,0,0,4,792
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,5,792
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,6,792
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,7,792
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,8,792
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,9,792
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0,0,793
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0,1,793
3968,M18827,M,302.3,311.4,1479,45.6,59,0,0,0,0,0,0,2,793
3969,M18828,M,302.3,311.4,1418,41.3,62,0,0,0,0,0,0,3,793
3970,L51149,L,302.3,311.4,1504,38.7,65,0,0,0,0,0,0,4,793
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,5,793
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,6,793
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,7,793
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,8,793
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,9,793
3971,M18830,M,302.3,311.4,1345,47.6,67,0,0,0,0,0,0,0,794
3972,H33385,H,302.2,311.4,1625,35.4,70,0,0,0,0,0,0,1,794
3973,L51152,L,302.3,311.4,1511,34.7,75,0,0,0,0,0,0,2,794
3974,L51153,L,302.3,311.4,1535,41.8,77,0,0,0,0,0,0,3,794
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0,4,794
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,5,794
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,6,794
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,7,794
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,8,794
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,9,794
3976,H33389,H,302.4,311.5,1540,43.7,81,0,0,0,0,0,0,0,795
3977,H33390,H,302.3,311.4,1372,46.0,86,0,0,0,0,0,0,1,795
3978,M18837,M,302.2,311.3,1510,36.6,91,0,0,0,0,0,0,2,795
3979,L51158,L,302.2,311.3,1382,46.4,94,0,0,0,0,0,0,3,795
3980,L51159,L,302.3,311.3,1439,41.8,96,0,0,0,0,0,0,4,795
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,5,795
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,6,795
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,7,795
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,8,795
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,9,795
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0,0,796
3982,M18841,M,302.2,311.3,1931,21.9,101,0,0,0,0,0,0,1,796
3983,L51162,L,302.2,311.3,1475,48.6,104,0,0,0,0,0,0,2,796
3984,L51163,L,302.2,311.3,1389,46.9,106,0,0,0,0,0,0,3,796
3985,L51164,L,302.3,311.3,1652,32.8,108,0,0,0,0,0,0,4,796
3986,L51165,L,302.3,311.2,1386,50.3,110,0,0,0,0,0,0,5,796
3987,M18846,M,302.2,311.3,1577,29.8,112,0,0,0,0,0,0,6,796
3988,M18847,M,302.3,311.3,1444,43.1,115,0,0,0,0,0,0,7,796
3989,L51168,L,302.2,311.3,1554,40.2,118,0,0,0,0,0,0,8,796
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0,9,796
